left_hip_x_mean,left_hip_x_max,left_hip_x_min,left_hip_y_mean,left_hip_y_max,left_hip_y_min,left_hip_z_mean,left_hip_z_max,left_hip_z_min,right_hip_x_mean,right_hip_x_max,right_hip_x_min,right_hip_y_mean,right_hip_y_max,right_hip_y_min,right_hip_z_mean,right_hip_z_max,right_hip_z_min,left_knee_x_mean,left_knee_x_max,left_knee_x_min,left_knee_y_mean,left_knee_y_max,left_knee_y_min,left_knee_z_mean,left_knee_z_max,left_knee_z_min,right_knee_x_mean,right_knee_x_max,right_knee_x_min,right_knee_y_mean,right_knee_y_max,right_knee_y_min,right_knee_z_mean,right_knee_z_max,right_knee_z_min,left_ankle_x_mean,left_ankle_x_max,left_ankle_x_min,left_ankle_y_mean,left_ankle_y_max,left_ankle_y_min,left_ankle_z_mean,left_ankle_z_max,left_ankle_z_min,right_ankle_x_mean,right_ankle_x_max,right_ankle_x_min,right_ankle_y_mean,right_ankle_y_max,right_ankle_y_min,right_ankle_z_mean,right_ankle_z_max,right_ankle_z_min,left_shoulder_x_mean,left_shoulder_x_max,left_shoulder_x_min,left_shoulder_y_mean,left_shoulder_y_max,left_shoulder_y_min,left_shoulder_z_mean,left_shoulder_z_max,left_shoulder_z_min,right_shoulder_x_mean,right_shoulder_x_max,right_shoulder_x_min,right_shoulder_y_mean,right_shoulder_y_max,right_shoulder_y_min,right_shoulder_z_mean,right_shoulder_z_max,right_shoulder_z_min,trunk_angle_mean,trunk_angle_max,trunk_angle_min,right_knee_angle_mean,right_knee_angle_max,right_knee_angle_min,right_ankle_angle_mean,right_ankle_angle_max,right_ankle_angle_min,left_knee_angle_mean,left_knee_angle_max,left_knee_angle_min,left_hip_angle_mean,left_hip_angle_max,left_hip_angle_min,left_ankle_angle_mean,left_ankle_angle_max,left_ankle_angle_min,right_hip_angle_mean,right_hip_angle_max,right_hip_angle_min,label
0.483151287585057,0.36418141587490394,0.5849533995921632,0.2023566940678161,0.33199008944811914,0.19234782807390682,0.7360276222240849,0.702195956950828,0.7733009011717302,0.3232200523073523,0.248810643662025,0.475257753849859,0.14799067237131647,0.316012905819409,0.15596852088321,0.26150763094944307,0.2209759490706741,0.29547883382918866,0.8314054976777154,0.7354189563954328,0.9716183811144952,0.16049445797111694,0.1887700544925317,0.27156937036634554,0.6237201100919177,0.3581576636980873,0.8309058194591139,0.6511912317565934,0.550817149361793,0.8501990052063461,0.2274932699274137,0.2909220927211602,0.28862039755927826,0.23326509966235415,0.07980984636172134,0.5178793961842487,0.6790126463050695,0.6018286536456856,0.7240322630701788,0.1508942957172259,0.09681819787069035,0.5462215904231345,0.495129031834066,0.3370051755867258,0.8187796930287476,0.48776492210313127,0.45256710809743317,0.5730497298793342,0.451383002533027,0.43457869995109544,0.6934273680586185,0.1482698813108355,0.05502650186451889,0.505969840607224,0.9080149357755938,0.753806103184822,0.9377460324689293,0.30145742901607575,0.3021780011914541,0.2758245967148085,0.9790829151646157,0.8345475149722583,0.9338254725640871,0.7130088649088442,0.6246074577004366,0.7795752010903326,0.1961466653170546,0.2122682666875063,0.2332311264976764,0.6023909168848119,0.47894124661584353,0.7018077129126035,0.9217497317261976,0.6516944763737005,0.8242262279497119,0.4041212506045724,0.3309442597243617,0.4908280126568414,0.9247115639837244,0.8409863418580694,0.9510590887898472,0.43720186164264874,0.6250825476937685,0.412668120701811,0.7240424615655536,0.4183733690212188,0.47913389678042084,0.7304308518800999,0.5990932344782944,0.9223411609729567,0.5342817326513976,0.6824014847271043,0.43442102985152053,0
0.49116598385210564,0.4655734424041651,0.5399691897143855,0.2006427894269489,0.38140885392726775,0.1343841424808161,0.7374470544386429,0.762326685761328,0.7454314743324606,0.3198396966330148,0.29391176364731497,0.3864303798970059,0.14904447996853598,0.3841160856848238,0.10781261156014632,0.259553700145013,0.2696181904021098,0.2251129538772355,0.8362607601085912,0.7672943869022233,0.9197359783523347,0.16326607978964658,0.28201380488831473,0.2210353788364774,0.6224969892594399,0.3615520974525105,0.8174585376835303,0.6481917425787228,0.6311933664279212,0.7865058165840592,0.2429458726200857,0.3789950282840975,0.1732551403588216,0.23199052157611577,0.08534953345093563,0.510329282167197,0.6782243398424318,0.6767004344397964,0.6273482706066067,0.16927547639207852,0.2612457544246949,0.46934055420554666,0.4967107607244947,0.3421645436644527,0.8087525446788142,0.48885569766949266,0.5119148454815268,0.4879879252396817,0.44472471972992,0.5480045565530833,0.6359258444600568,0.14956060374779348,0.05232184612565449,0.5108013522392398,0.913005810547564,0.8251308973364173,0.8600810009853055,0.3022036835404186,0.3174031594021798,0.24570671973198832,0.9835462363167203,0.8604681031405026,0.9446480919310388,0.7135258936634077,0.719223450486816,0.719171050768311,0.19120341286544762,0.2418942339570732,0.1586695967855859,0.6032480845501159,0.5043667303462888,0.6978081846392854,0.9257950879748735,0.720432677013191,0.7954045562989851,0.40191792584649444,0.32992789918986354,0.4780880220974135,0.9320920127996453,0.8915531152562575,0.9716854552726416,0.435384126028985,0.6685803161673185,0.40268601625588996,0.7228590594999544,0.42985795826316453,0.48150392243533624,0.7257381478850826,0.6055595342339943,0.903431379965589,0.5350754927880315,0.748772670549049,0.431352024442933,0
0.4827603917010648,0.4278760073257988,0.5139628751347762,0.20378189529595314,0.42271101275821477,0.14014029749154755,0.7377006056641626,0.7191647667280969,0.7409572414523615,0.31946766817293826,0.3170898985175963,0.38130264489034005,0.14991142551083092,0.3648783441164034,0.07450443740243196,0.25944856307917785,0.2682496731341099,0.24934555019274512,0.8326635150830337,0.7913658216476602,0.909363708132336,0.15601736843629155,0.2804274773874682,0.20891718895402756,0.6251091390680823,0.3647582372864679,0.8254420298056889,0.647445786826146,0.6174540852858068,0.7765626596415071,0.2256805520874572,0.4220047645157452,0.17978504127136752,0.23210057513699683,0.090459088606331,0.5140277171527108,0.6820150839469045,0.6496822269953606,0.649037413972287,0.1585959642659569,0.22942578047826778,0.4328134235142831,0.4948491750170142,0.3478983043417447,0.8087864669428636,0.49644229433112996,0.5378704038022333,0.501206927887341,0.4443588697084131,0.574544633518598,0.5975822624913398,0.14813371935335043,0.05882773926729894,0.5058065918620597,0.9062632360595047,0.7916602128234351,0.8712974839363623,0.30038025648330846,0.3153620367100114,0.2359627876524203,0.9786388895189442,0.854857263722054,0.9220380661713319,0.7133660037502745,0.6964915061357797,0.7300270927411424,0.18974491861785558,0.21477473718378948,0.15561297554700126,0.6021709198931524,0.5020740904424951,0.6895858238244971,0.9252683280444516,0.6638835732012716,0.8032895128628623,0.4041266377843733,0.3572327465936258,0.4812751647285972,0.9295483603470722,0.8745645091915191,0.9428576459459542,0.4365767918055541,0.6860133323532231,0.4020242507938038,0.7210514107096271,0.43316158277772043,0.47977879290900605,0.7365303652686421,0.601521227313925,0.9051693271272908,0.5350607716909035,0.6672746315954181,0.4261544331273071,0
0.48397747176741923,0.458148954922758,0.5083456412667526,0.20148520193317676,0.3748503785544386,0.13378947045173661,0.7362471826253888,0.7656753151894014,0.7252626872128979,0.3213928638661341,0.3194149606599337,0.3922819924174117,0.14795511222373126,0.3818706504826137,0.08770712806344938,0.2615937603546328,0.2566132087267283,0.24208063504504646,0.8272018239973173,0.7840439443530418,0.9124640530937531,0.14743684730855922,0.2043430962458368,0.22386459780373658,0.622847114920478,0.35975115699744936,0.8322183821638647,0.6469468761398495,0.574833952743911,0.7962089823996917,0.23304379903727446,0.3706984505212567,0.17028462629028196,0.2351173645928094,0.08008801489571704,0.503056308228319,0.6781236496509263,0.674904939442966,0.6560179599439597,0.14174076006728686,0.21294209306870915,0.4591190195306223,0.49357484072089275,0.3474355783869331,0.8010065250273866,0.4886132815516133,0.5191765974436302,0.5343831056818682,0.46734476102875266,0.5980528472342801,0.6507556404254884,0.14962698238637773,0.061752555984713825,0.5168096006865516,0.9102150466100591,0.8420803146963447,0.8863389297562623,0.3012711950462337,0.36357781038535775,0.2251597604861586,0.9810647440805063,0.8763154645722024,0.9149090516644754,0.7178513051660251,0.7282558485034876,0.6961301015112794,0.19397623729209557,0.23060325590701714,0.18010351476355335,0.604310138008869,0.5085713270324461,0.700950517359088,0.9238003922234919,0.7315974559200003,0.7806204749688499,0.4049834382619266,0.2916296096957769,0.49028442586148924,0.9190822534149743,0.8981144431661465,0.9283920632313448,0.4347542439328751,0.6420790595248995,0.39429559974624095,0.7276899007240814,0.44038084432919833,0.4817586977294661,0.7256955236837079,0.6022282076708638,0.9058896933216859,0.5379194190549674,0.7025482570543433,0.4230158003679714,0
0.3199725150948347,0.22606642483116302,0.4174464960749831,0.14583095013127467,0.29286117963230685,0.14103924108815846,0.2683871156400779,0.23753820100354953,0.3310986155624028,0.4860785716145264,0.4008211859025763,0.6261416610017998,0.20455382257647603,0.3582350962372898,0.20638533226331912,0.7264458677651919,0.653235636900697,0.7612289087865317,0.6499293123846501,0.5131084772139205,0.8423129737203217,0.23186574917674552,0.2622657712124088,0.34865370060401224,0.23469441398818114,0.07980984636172134,0.5230361234491439,0.8326592394374043,0.7894653687030673,0.973037764467939,0.15569756167451754,0.2093959079836507,0.20443135672227353,0.6211592762855486,0.3581576636980873,0.8290776462703269,0.4834717415455946,0.4242014075618308,0.5256452782060206,0.4497775668511643,0.35415905420565874,0.7056035105370295,0.14858247637086297,0.05393333349026862,0.505969840607224,0.6816805674566087,0.642072016960245,0.7516109898070136,0.1514328976938204,0.1188029109029074,0.5274534638781692,0.4942927339772004,0.33521886827495584,0.8187796930287476,0.7069861248579192,0.5610231400148482,0.7658107266023311,0.19507391275588393,0.2111506234135494,0.16981282641126783,0.6024867686085896,0.4710050369233708,0.703660441970444,0.9146459350623695,0.839239739196646,0.9414050093956959,0.3019664299112359,0.30377746230177205,0.33114461911675375,0.9797698032464484,0.8486092416162334,0.9334117462607727,0.9217497317261976,0.6516944763737005,0.8242262279497119,0.437020059579851,0.6506499820296696,0.4220572845949442,0.726522786368839,0.5544310275017623,0.9206590637913733,0.4045262021286038,0.3154465779581379,0.4821254259150136,0.5327810979264214,0.7005252334025083,0.43524116082106806,0.926720997938963,0.9087320202226916,0.9520966788756796,0.7254960107755968,0.41810517652129287,0.4783775059236456,0
0.45043580814989825,0.3544518820336682,0.5227340008289023,0.22772344495957553,0.47028220790717445,0.18796203480457763,0.7028261757937425,0.6699734625487759,0.741471957443257,0.27732559648586874,0.2171687302969898,0.42371230559244566,0.1643807376278974,0.48963282198946345,0.14833884273253872,0.29473396137239083,0.2527786302864344,0.32792359689755873,0.8148002792934435,0.7360100729320578,0.9493177296024791,0.0985892039665286,0.16318738484994988,0.19735383983988752,0.6313862929143734,0.3927208699270123,0.8110108667832365,0.6171276725702283,0.5058942211901338,0.8101577926122768,0.16656848902253207,0.23144052711591057,0.238986640781643,0.22045727036514218,0.010524508070017619,0.5185432407441335,0.6958631691523457,0.6202512041831152,0.736438992193188,0.12198733026546638,0.09658279952746796,0.5171364186096992,0.4771856910438404,0.355737892858088,0.7554806397268192,0.4679526345507963,0.4269270789759374,0.5576737807732932,0.48535044088728263,0.5087989195879405,0.6890499134694603,0.11764953891756294,0.022446585905639388,0.5032389380192612,0.9279060187205725,0.767589948086786,0.9494367436283835,0.38106180463675976,0.49340343855285007,0.28402751146783045,0.9268232518422448,0.7861554957960775,0.9306217592492573,0.7299832180150665,0.6535987050036323,0.7925238993330251,0.2753214598609318,0.444862650824846,0.23510220252815428,0.6244142544783917,0.4862750411812834,0.6401220556994143,0.836209340586973,0.6702838076468431,0.7682899213248251,0.3710542388557776,0.21212075852208123,0.5295994778965386,0.8072957340282252,0.7357826018049152,0.8711564178613916,0.4833593034033581,0.652128677112584,0.42148720319996114,0.5183385785071324,0.48689555647299265,0.34622178281719623,0.6710176018580984,0.5500724907406962,0.8702032120264979,0.3510283306496489,0.3901171020198433,0.29153015577384167,1
0.4492783030423446,0.4432559153727149,0.4449867177430811,0.22409095736920914,0.5009632051889714,0.117859955265049,0.7008554092443049,0.7046735209089524,0.7059639329740196,0.27395639544421413,0.3041213420076836,0.3331865671930401,0.16170289797727921,0.4935068285996911,0.033484701755147395,0.29145969846110586,0.31044619458393513,0.26097918824329264,0.8186051206305838,0.7973818252155,0.8961900513642285,0.0924202449345688,0.2346705039932795,0.14986169551554251,0.6342948291935834,0.4113814308337995,0.8075442405568215,0.6228110107636228,0.5684475533762983,0.7815054724142249,0.1646251339215774,0.28359269656559327,0.17883562808661635,0.21980459431767563,0.0317130060851146,0.5125908936515381,0.6986542491202831,0.698741482236642,0.638578614715472,0.13044555360554266,0.23715874520773284,0.4247526140349631,0.4777851484029285,0.35553949968769827,0.74750470239066,0.46627734758053574,0.4836145849915541,0.4950981599448512,0.48661695275411443,0.6661602892627707,0.6233490987270365,0.11801864482314062,0.015856844316499974,0.5098367180651955,0.9314380739669679,0.8432771966246957,0.8853603402675179,0.3763731461770663,0.5015674110855284,0.21521593106575954,0.9250086522150482,0.802033955975465,0.9263121566563252,0.7278996045397155,0.7048661209489262,0.7166364635485826,0.27007989912854047,0.44968986355500606,0.1597816343956141,0.6267204372678026,0.5043292001572096,0.640787859009128,0.8306608780248728,0.6949134032258133,0.7493996087219785,0.36959238071794576,0.23939134415030416,0.5114855017860603,0.809842880699414,0.7880041377878872,0.8564990288240396,0.4829408500908827,0.720215252391295,0.4165271985049115,0.5179275121112208,0.5066332211227942,0.3439427133678641,0.6706792878236776,0.5315918775727972,0.874541853375317,0.35072931813907116,0.41065190360026804,0.3094545955786727,1
0.44887728325732024,0.40430667776414064,0.45145701018570805,0.2264062354979388,0.5153034736583855,0.09891480609114356,0.7089853103510948,0.7051061296295063,0.7027265235555447,0.28136426576944595,0.29462647850393986,0.3212404877905133,0.16421155335365123,0.507019089774523,0.071207229583925,0.29690428744074876,0.30057165295919563,0.2638711927830705,0.8143932536439424,0.7619576120501017,0.8906971983686613,0.10607546531732082,0.24705030792901228,0.11314413276706636,0.6310925781357719,0.3984444148605505,0.8082866576947276,0.6207224405528143,0.5686361295541116,0.76114761469524,0.1725150827895221,0.27759024918586794,0.15915931120359827,0.21966409416914728,0.02695431909261614,0.5019517303997989,0.6978143214709379,0.6841101704840644,0.668666491555804,0.1295346026491666,0.21654844489494174,0.4489567177904261,0.47755397041626874,0.35816001437992806,0.7537148122047275,0.4695354311523807,0.5039264778969763,0.501048453402247,0.4967484606681465,0.6354127223355714,0.6308332674677319,0.11752838917328559,0.018637579547001903,0.49467694823791386,0.9299775688577145,0.8213607696662977,0.8725005381054716,0.3794102499174459,0.5080551375398228,0.22436386439035327,0.9277678305613298,0.8084073735962769,0.9348616486516284,0.7291234726384634,0.770618998009369,0.7198969544437012,0.275957021385308,0.466532486533051,0.18576229899617913,0.6267505618728921,0.49549650264307593,0.6449601522858239,0.8320197047554285,0.7059211647144039,0.7439202066053561,0.3715750386235712,0.2748333948848831,0.5254168135877427,0.8100805563146865,0.7853546274311456,0.8518566545438545,0.48106613389224817,0.8244955432700696,0.4113180043847112,0.5179300012043231,0.48413761694155566,0.3451981897278206,0.6667197748931475,0.547121515590347,0.8652711859326684,0.3534802447140941,0.3745300176630044,0.30335228924407354,1
0.45098623540874483,0.4499016790733983,0.4687763892642747,0.2335361577638282,0.5055073000540784,0.11654658988925415,0.7034727240180496,0.7049762205073038,0.6764965724740015,0.2665372890161555,0.2623322008606046,0.31439600072568474,0.16730878057070653,0.5136019661895093,0.07312390937217161,0.2940389604863939,0.3004773291206228,0.28663292382182753,0.8121993377547705,0.8042714483238393,0.8964405367684822,0.10042364282098415,0.22104081910010098,0.1416451651694608,0.6311587285578929,0.4098154275884322,0.7995943096581318,0.6166249552298281,0.5647575588020999,0.7577733235474192,0.17115517956149873,0.24772841351050268,0.16828288636448585,0.21934658512687966,0.019042018603073224,0.5197223385198692,0.7016266342777019,0.6780683148305191,0.6745054819451577,0.11489240902422893,0.1773580057951678,0.44558938155416916,0.4767950900900919,0.3668287545109228,0.7472483408429006,0.46575806940279585,0.5216450243567134,0.5026302437811534,0.49349508825067545,0.649807136869299,0.6049502583616917,0.11871001174878118,0.03976284617743822,0.5017163338513839,0.9348918537503172,0.8481281950882438,0.887090114569764,0.38764519115871154,0.5270055683144215,0.22748363836218732,0.9266067944054379,0.8180304775009202,0.9166349045672221,0.7336096013212945,0.7248923367687417,0.7398903723253066,0.27521821700280213,0.5016699063312234,0.17903620086188687,0.624782634039715,0.48398270928646675,0.6511888292566558,0.8349515345287593,0.7608286211854924,0.747435612103025,0.37041262987266443,0.2330443966778848,0.5182598035363392,0.8048874779607611,0.8043852031167282,0.8535817619528193,0.4823170709746538,0.6734702271596653,0.4306767016261427,0.5182035545130705,0.50764042457181,0.33967348077959747,0.6659490650208912,0.5335830275337718,0.8630509525832367,0.3480770939850868,0.4545636420083672,0.2932753327536321,1
0.2739878101072428,0.1973169544549378,0.36022224604737985,0.16221017633130685,0.4537613597226777,0.13327460872940855,0.3018065609783035,0.27172450822318717,0.36190300863995695,0.4534272992834181,0.3901127776133875,0.5700967709768188,0.22993736007610233,0.5074597024518686,0.20207576684742978,0.6934362765391955,0.6232598424733763,0.7277050365457485,0.6158642181697003,0.4712609506929002,0.8001638561441102,0.17130112232906747,0.20864324110317334,0.30320853505341994,0.2218492231907801,0.010524508070017619,0.523692867575414,0.8160547693112971,0.7900999267743203,0.9518523831473381,0.09342418142937525,0.18101796237752632,0.12337552720455314,0.628803161261636,0.3927208699270123,0.8089675979657419,0.4634934018594047,0.400168427151502,0.508562131593997,0.48362419308522675,0.41464467578002395,0.7013999152726025,0.11791579033633112,0.021018600858622394,0.5032389380192612,0.6983910353584135,0.6617264553281517,0.7627778573578403,0.12242275174305206,0.118514060159848,0.4971653388751238,0.47637650924860725,0.35376103178612595,0.7554806397268192,0.7239092730590038,0.587063111831494,0.77956800912182,0.27467050867591547,0.44252034239934335,0.17183865632558992,0.6244644265321881,0.47821730816643215,0.6423580502356718,0.934597203086577,0.8545857948358571,0.952408599009546,0.38114896292927325,0.49601507675467393,0.3387209102288181,0.9274015203349385,0.7994018400523546,0.9301880031774205,0.836209340586973,0.6702838076468431,0.7682899213248251,0.4834927209386952,0.678575685715801,0.4307891915178237,0.6665348571099909,0.5090647643640973,0.8673918023535722,0.371683480744299,0.20036565367297499,0.5212839686643781,0.3494825707338076,0.38849445223030754,0.29255748898619194,0.8104300016022634,0.7950535899377673,0.8738880143957531,0.5198427687513774,0.48229104044745474,0.34527237976950476,1
