left_hip_x_mean,left_hip_x_max,left_hip_x_min,left_hip_y_mean,left_hip_y_max,left_hip_y_min,left_hip_z_mean,left_hip_z_max,left_hip_z_min,right_hip_x_mean,right_hip_x_max,right_hip_x_min,right_hip_y_mean,right_hip_y_max,right_hip_y_min,right_hip_z_mean,right_hip_z_max,right_hip_z_min,left_knee_x_mean,left_knee_x_max,left_knee_x_min,left_knee_y_mean,left_knee_y_max,left_knee_y_min,left_knee_z_mean,left_knee_z_max,left_knee_z_min,right_knee_x_mean,right_knee_x_max,right_knee_x_min,right_knee_y_mean,right_knee_y_max,right_knee_y_min,right_knee_z_mean,right_knee_z_max,right_knee_z_min,left_ankle_x_mean,left_ankle_x_max,left_ankle_x_min,left_ankle_y_mean,left_ankle_y_max,left_ankle_y_min,left_ankle_z_mean,left_ankle_z_max,left_ankle_z_min,right_ankle_x_mean,right_ankle_x_max,right_ankle_x_min,right_ankle_y_mean,right_ankle_y_max,right_ankle_y_min,right_ankle_z_mean,right_ankle_z_max,right_ankle_z_min,left_shoulder_x_mean,left_shoulder_x_max,left_shoulder_x_min,left_shoulder_y_mean,left_shoulder_y_max,left_shoulder_y_min,left_shoulder_z_mean,left_shoulder_z_max,left_shoulder_z_min,right_shoulder_x_mean,right_shoulder_x_max,right_shoulder_x_min,right_shoulder_y_mean,right_shoulder_y_max,right_shoulder_y_min,right_shoulder_z_mean,right_shoulder_z_max,right_shoulder_z_min,left_hip_angle_mean,left_hip_angle_max,left_hip_angle_min,left_ankle_angle_mean,left_ankle_angle_max,left_ankle_angle_min,right_hip_angle_mean,right_hip_angle_max,right_hip_angle_min,trunk_angle_mean,trunk_angle_max,trunk_angle_min,right_knee_angle_mean,right_knee_angle_max,right_knee_angle_min,left_knee_angle_mean,left_knee_angle_max,left_knee_angle_min,right_ankle_angle_mean,right_ankle_angle_max,right_ankle_angle_min,label
0.08808201531838966,0.09306756877799982,0.18782913095406029,0.15597794833958867,0.4571073055518322,0.04744514695618762,0.9530880465724311,0.9375928842929966,0.9076712500489292,0.395929654630633,0.3021036530653629,0.5229099277784099,0.17021161595982193,0.4646260402373126,0.05105652512872405,0.04746441508270949,0.09189798135424729,0.06240054754279584,0.6043533089177173,0.6128479950814794,0.8248332485511758,0.011222329804903897,0.05435657750214151,0.04867518128119652,0.8339965548026711,0.8578230159685223,0.7989826346442359,0.8149338357968903,0.7430789658250792,0.8567395872860112,0.023162918812980493,0.14670020207231627,0.05362407117089418,0.08276165718237344,0.13573556059881153,0.19076389704292196,0.33930375922271594,0.3202173157853965,0.36639682153920905,0.017183865050329317,0.006904456331247033,0.477894592761837,0.801752064597803,0.8163016146433661,0.7810608266389125,0.8206550469325851,0.6451601666704829,0.8674038496547758,0.23975604199347345,0.30944159474418953,0.4332409690806589,0.09753828928599037,0.13245375234162682,0.1379765043647676,0.7737437379593124,0.6588268847737524,0.7639247100270337,0.21126769909307985,0.46895280078829416,0.07978731809015871,0.8742370223807852,0.7775126924469473,0.8874813493760294,0.7633049808080037,0.7418285855122493,0.8024357632505918,0.1845220677194167,0.46820838463295766,0.02708934260622503,0.20477141445874247,0.15414806422469307,0.3798033965639467,0.4274804356376354,0.4130114828304716,0.22462454444886243,0.8942350653749465,0.8308860724476004,0.9794226699692531,0.44954851753860137,0.6431614937999468,0.5393147265362139,0.8686978301215036,0.9159897283509357,0.6202522171929303,0.5004263664844282,0.729786081823347,0.5736082849656907,0.41757808801674523,0.7979529804080272,0.2548354527270852,0.8326938911123567,0.6791112775497989,0.9300000719581001,1
0.09884004014533776,0.1276347098450672,0.22329729622112282,0.15405592809591173,0.4019904323876624,0.028014525611852692,0.95892201307749,0.955794769751541,0.9137353414566987,0.4039632169098497,0.36175822922827994,0.5438568076424302,0.1651997643560592,0.43296553055501663,0.04221260085467371,0.0415784749228611,0.08694183481274462,0.044273775684823935,0.6185985074195051,0.5874109780024122,0.8389081959783147,0.018641866499522042,0.021584498800021557,0.08639911898053443,0.8239442716880284,0.9417641815158253,0.8063558008349251,0.8314099413173821,0.7165263165829603,0.8935282051944357,0.024870849094919656,0.07293377473952756,0.08205058538455434,0.0842572925410866,0.1753920011339573,0.1256448122784961,0.3429144999240328,0.31592859696608855,0.3723628958078895,0.02817532727215788,0.00029901843766744207,0.4832224038363351,0.8085359713161591,0.9233818880885558,0.8049121737706552,0.8279673309132349,0.6469723001758751,0.8734961571331574,0.24872682057887374,0.26439160444924426,0.4368139595230449,0.12273270389159263,0.18327562954502302,0.10054815000200878,0.804123574155144,0.6849333428921422,0.761519816825442,0.2194375884513079,0.41830457168704127,0.03998495029814042,0.8333368055460393,0.755515800795992,0.856433827506856,0.7872180053641331,0.7254378874633267,0.8059343453784553,0.1959033794105538,0.4525793701544434,0.02785793313957108,0.1006420414111806,0.11006822627061619,0.3960759915044846,0.38507347107439127,0.40049103352779714,0.2170860774881339,0.8721330357508661,0.8434297620691895,0.9418192780227498,0.37556262625506753,0.7522465864295604,0.4440249716925303,0.7672086796419104,0.9354329401503252,0.5068528496026927,0.39476932814857824,0.7734980778658755,0.5927061796067297,0.3690224315875432,0.943049619481986,0.2820377397873236,0.7911829315722572,0.6275903138408072,0.9441973772567165,1
0.12324233956845765,0.1047268217248507,0.2372003528855413,0.19712825818239121,0.4965789015171669,0.05573597855847878,0.9289680283011431,0.9102309742027462,0.9183865218894876,0.4382513865859381,0.3476403682499618,0.594439648352441,0.1726143221661669,0.5206250668416481,0.05824794302030356,0.0715563453543539,0.08224189369240509,0.09041817522709122,0.6442420803453786,0.6409574715247137,0.8894000117268777,0.09433198757355266,0.1782379481269789,0.10588051888613936,0.7933511435995808,0.6010887867291277,0.8119162722583712,0.8689005367760827,0.7260229654263277,0.9292743286198722,0.1014755654525974,0.1673698592181756,0.1627801604158865,0.035182678536236356,0.041783233398245245,0.29388335530952925,0.3952978833286189,0.3699578367330969,0.4292069537289698,0.12239627111484896,0.11013942826343825,0.5278477331543434,0.7008230759135776,0.5850337821537787,0.7639408546853242,0.8906995571178971,0.6953846635159806,0.9303267118353928,0.5859476122913208,0.6322761625355291,0.644916609052423,0.01934860989122089,0.019200828125556513,0.24329408176774414,0.8933103267053042,0.7131792339030176,0.9007746119633586,0.34054125185404127,0.483186155515388,0.21642105561478875,0.9337927055392002,0.8353116816042148,0.9270864451443319,0.9076921325633769,0.8762938765063004,0.9265359092251384,0.27447062788134335,0.46275579163857206,0.14406770829590987,0.40451424485131066,0.2921560795628032,0.5022664429309132,0.5276147851162356,0.3077720109285975,0.3503014178386873,0.891017928114719,0.7513246050010105,0.9096900590505103,0.4494218855704637,0.5496573793387975,0.5574099239567186,0.8331670593151634,0.741850810382803,0.7069068860826933,0.5555994946082543,0.5005565075927016,0.7381300634742829,0.5097529302136872,0.7210989041809732,0.4026625195406164,0.7879572852564682,0.7780491891860812,0.8099158799485888,1
0.19716941090104,0.18161700515258472,0.3717269405761212,0.18956500839566504,0.5808085086851349,0.036063906084595976,0.9342313233840641,0.9201849925598706,0.9280143854825943,0.515341978558761,0.4363728791085677,0.7242100880483271,0.16845214079084236,0.5593655798592292,0.0,0.0663190299807811,0.07203315625827422,0.08015700594082337,0.705075083429902,0.7540575699425034,0.9254969264487054,0.09377728042020905,0.20484036300311015,0.15082824411104268,0.8419517235925092,0.7854196720545632,0.8773644379561176,0.9140940678124188,0.8148591148122093,0.9573309470698464,0.0882830320573813,0.26738992313608545,0.10457669418469262,0.037989526916885175,0.017920637319997434,0.27901196747964985,0.42871862746508027,0.4165238757003382,0.4522421807465018,0.08239825818754376,0.07998805589773283,0.5044026009942741,0.7760706212972603,0.7958736558268569,0.8424772482331643,0.9442274173155523,0.7459961960839081,0.9793696223695156,0.48789845553829636,0.560561384768878,0.6132995450743,0.01143833668970895,0.039384518542788946,0.19711356971770755,0.9377660839847413,0.7958300734677595,0.9344945100296596,0.30709892756176693,0.5021379461196434,0.21449958138729064,0.9412097412445307,0.8376981162743949,0.9395751458715889,0.9458921840182575,0.9372173781265665,0.9465233184354427,0.23393448062465005,0.38716433960408336,0.14814392190830872,0.4209445223575451,0.337837932180343,0.49655255469981474,0.5688047062424,0.26322704153744425,0.2881423772421907,0.9081920104393255,0.8425040754734852,0.886191174378597,0.5246704529994763,0.4829123493021754,0.7973394466927403,0.8745105301993199,0.7309794329453174,0.8703302814852674,0.6026193298876605,0.4192450608823872,0.6256824113363311,0.525806110794032,0.8116556253614142,0.2508229364239001,0.8138202547793241,0.8562130192331656,0.7492740508729518,1
0.210923260516787,0.17716247075780744,0.3707346908280371,0.21127058583304503,0.5275586649369546,0.07423548505659783,0.9298402365375849,0.9112321652268562,0.9211663453404393,0.5290302363391279,0.4344217529297665,0.7219709744864287,0.1933168218256891,0.5325668371166463,0.043425006740094974,0.07079753814399264,0.07907044289700574,0.08909650749897319,0.7332360225999812,0.753821775423396,0.9771294187747313,0.09878480505269582,0.2049159243434846,0.13805718045166548,0.8427497649770577,0.7111643884491521,0.89003954896968,0.9130381963042025,0.8131571915296738,0.957458125924359,0.11515763196716566,0.24538697087387895,0.15814956965376847,0.031230091253527437,0.029678963683018617,0.31033817877702496,0.43370153018993207,0.41546666548389233,0.4669854766614474,0.08262263147091531,0.07656452352098153,0.5045375342109679,0.7857426195031877,0.7011320458534473,0.8548422235556434,0.9472650183803768,0.7501360269299453,0.9890730738415545,0.5228023379456737,0.6151532347497763,0.6138393950776564,0.01885061504930613,0.03759271713452049,0.22852118082714334,0.9816107481195426,0.7932203627568022,0.9919473563752963,0.3310804981730061,0.5092149541556343,0.20924832407309568,0.9002234407851604,0.7185267788832989,0.9513148695238239,0.9797090287633721,0.9707470046643296,0.9898285997697405,0.25570754991111155,0.40415182174864994,0.1411575139027471,0.3263180545736908,0.16075241695851886,0.497983763836524,0.5781745909751601,0.24201140952791889,0.30775003110872184,0.8734036558504927,0.7478199954491096,0.9439322216108942,0.3625819749098269,0.11927636903923622,0.7483794709898941,0.8804392690562053,0.7508144164416484,0.8523735678204669,0.5212030218928598,0.3747538550164151,0.6968742492766078,0.48428241457652677,0.550451250979954,0.30197133113639485,0.7301914089210286,0.7636689552344,0.769131925611481,1
0.21615538015194824,0.18460706648360148,0.3841363777168323,0.21710903789581204,0.5100621148081512,0.08213385533030193,0.9340628516128302,0.9316277742933888,0.9256603629395056,0.5392914807671536,0.43160638690950925,0.7343542077400049,0.1970772811401611,0.5143220126994601,0.044531680340203605,0.06663523766695545,0.07471943034075476,0.06843240019387464,0.7400080854879203,0.7569610860688258,0.973342588058552,0.10130184895354022,0.21191161831169625,0.15342267480942207,0.8461171695893298,0.7105838672230521,0.8775614510925006,0.9213141247317158,0.8305042557312414,0.9689230479277128,0.11646282341061553,0.26892242429453805,0.15380478796715558,0.03145247429686143,0.029571556755053935,0.3108467717144754,0.43524080086200545,0.4153671857092549,0.4665787862660471,0.07965940961633944,0.08882386358437788,0.5122440559759114,0.7916729415184891,0.710287491630661,0.8302807272091302,0.9497864665369959,0.75701220033356,0.9991378775650746,0.4836870877447019,0.5293630394494961,0.600444763817892,0.019976193148760535,0.03513107334920333,0.20591772930897,1.0,0.8257903160952682,0.9999999999999998,0.344355060772786,0.5141570143351111,0.21817141848838217,0.8875892067208154,0.7118363061919915,0.9123610741016736,1.0000000000000002,1.0,1.0000000000000002,0.26638025069660365,0.4092980892939124,0.1426173695845524,0.2728567975434687,0.16164764105258844,0.36145165983545247,0.5703897079317841,0.2799522434605537,0.3130131387224658,0.8514323504500947,0.7533826714131822,0.890255843245756,0.3013788580442096,0.12415118821977877,0.6351485293870783,0.8391500191033678,0.7449392599166842,0.7421804136900805,0.518266388579002,0.40883337902208794,0.6811650173251189,0.4766216223869204,0.6169674286789295,0.3107012940668309,0.7184655906779063,0.7306991636518143,0.7192096188782178,1
0.2179741812380125,0.1877556453736844,0.3666462365262224,0.1895614182472638,0.5016536317901037,0.06902088400847406,0.9303360092645463,0.913684944121091,0.9297543381683422,0.53877840635649,0.4454810859534244,0.7314238847729051,0.17107452776969856,0.5141758674006711,0.031825147464088266,0.07032944531640462,0.07068220703648695,0.08699094207315533,0.7227194540385486,0.755409288445394,0.9381017354194496,0.10072689484029773,0.207062187947741,0.15092835995938136,0.8474401869712405,0.7269382716580471,0.8748231765434422,0.9142126822782171,0.8015875592069466,0.9586302071231322,0.10345185340037766,0.22339452828295858,0.13597820272449823,0.041643044115081185,0.03531287981493375,0.33443755506730266,0.43423826682192557,0.4160065175093113,0.46605950231185966,0.08642384143710213,0.06101057419025846,0.5052827973534093,0.7825230292014833,0.715782736438821,0.8489344885225893,0.9483018231276412,0.7483951725034337,0.9938173087179569,0.4823037824654648,0.5782777425428733,0.5886215950889078,0.021782160054244715,0.02494060090715497,0.19556723443226576,0.997094027724553,0.8057152586644891,0.9985906391159343,0.3187119435578719,0.5106367766586415,0.2271595723307036,0.8967411731281255,0.7621797846478491,0.9274108572732882,0.9933839002392097,0.9814267995130281,0.9997177149456731,0.24515038780165244,0.42289682967663356,0.1338683710672488,0.3156646166841731,0.19412935003234855,0.5003136786841105,0.6170928157063229,0.32005441759616726,0.35032921535109146,0.8688107022056091,0.8065962979595005,0.8750256406917004,0.37797427290816743,0.1944854634259765,0.637374854614356,0.8586213732589356,0.7530876993064268,0.7916086466431167,0.5931964733748409,0.45853120232500366,0.7145614775629867,0.5524636088868129,0.7191365515391013,0.3757338556494585,0.7844811182824514,0.7891352589154046,0.8053380930740102,1
0.20034716113580586,0.181924872990193,0.33756143759969337,0.21264001113110442,0.5318195384537041,0.06532836114701635,0.9296068652431617,0.9165187970958186,0.9316117199387529,0.5197217203527962,0.4408292642580678,0.7067020905068402,0.1925924289512846,0.5283406322902713,0.03863081828405934,0.07106000183299988,0.06884646861073593,0.08411879395902438,0.721520819235768,0.7371408620786104,0.9577372830725686,0.09703528923783633,0.19019110909900006,0.1410712395772249,0.8379828809619421,0.7857320456056327,0.8547401630635819,0.9137955568246059,0.7973086751627965,0.9621105516968366,0.10016014666172257,0.2208062828725792,0.13407831813654125,0.03083956446447672,0.032196786623971796,0.3401173406907183,0.43380334403532617,0.40895422520541835,0.4678954541119724,0.08492341701521067,0.06709907200314014,0.5079192844610261,0.7709761421662349,0.7823613996240881,0.8166036342665616,0.9473261474072723,0.744291948786143,0.9962979233131843,0.4954020183362253,0.6774028042039575,0.616532293917933,0.017597923262713477,0.019561973642042346,0.20508954608842078,0.9847316300222517,0.7979052181746207,0.9979366459667667,0.34510547471184794,0.5167403178472583,0.21448653576320087,0.8994116214338987,0.7297811859253429,0.9288233170486002,0.9804836199454583,0.9472860853850071,0.9903557405075547,0.26746466009015835,0.4264964393731834,0.13974457688524866,0.3260587297931338,0.17021455778190578,0.47281122640295814,0.551170131640679,0.2656152872965132,0.31324979934933617,0.8782925730050035,0.8333895988729072,0.863563044490656,0.34243015140395716,0.17780136005183245,0.7126749565367837,0.8530939143455525,0.7531074217787737,0.8085564347056369,0.5242388935638562,0.3387646372480173,0.7427424697448366,0.49350280455124373,0.6316848569059026,0.34842440094215865,0.7362637164682186,0.7888629242080318,0.7797575758464945,1
0.20550023007284812,0.18150661581627103,0.32822808171685125,0.2024590125499759,0.5295190914947174,0.0753129297492845,0.9260584540603414,0.9183399275999473,0.9306302839007461,0.5259555799174818,0.4365421854643148,0.6925101816399728,0.18339342558415517,0.5399903385495497,0.04105995669573348,0.07460614376942382,0.07021778530323633,0.08219461749034346,0.7157747540259458,0.7470828628224382,0.946555546575514,0.09332753068566912,0.18920495322270714,0.1523917676168134,0.8440803678147419,0.6992062323164889,0.8618782231739271,0.9135391482561963,0.8048647960945763,0.9598901752583721,0.0927421910040076,0.22040978163769331,0.1424768319293488,0.032231341010781456,0.020844919238777737,0.2670568202355903,0.4330523491726863,0.4166648581835024,0.4665624817343099,0.08179320827854575,0.07327740011162209,0.5083961924221074,0.7787536308646354,0.6833037366792041,0.823985477712682,0.9475666320741702,0.7466788303393432,0.9948012846209764,0.49950797976704564,0.5617062101211978,0.6310719515713714,0.01305065850810827,0.014743121377475965,0.1560997129295324,0.9812518350552439,0.7977217046265674,0.9809706630702688,0.33390263956006205,0.5207094647048616,0.20285849867021788,0.8970899348165953,0.7209290190488414,0.9541809391848994,0.9764884467483321,0.9594577587748923,0.9841562349507955,0.26238682949445546,0.43569578375761386,0.14757333194512445,0.33514099470886655,0.19897550274164866,0.5189641345446071,0.5643358997973218,0.2744886695618751,0.2937675746202679,0.8638551129306347,0.7423888614750105,0.8518446855975624,0.35812886361509877,0.17118969465381628,0.7345228855613029,0.8674028541047347,0.73896171009015,0.8231493067415909,0.5625360143886544,0.37391195659808574,0.703143483236609,0.5194180150172167,0.7364587431001652,0.3152935618942935,0.7425527262140581,0.7678665732113403,0.7598197906258681,1
0.18909524494536667,0.18676214134686075,0.3141976488711795,0.2254622312053196,0.5322940598732766,0.061662268511826435,0.930008939699219,0.8988955958254822,0.9253346581232683,0.5057279974019773,0.44594235939204285,0.6876824987583094,0.2020099637972872,0.5371136552729223,0.03458513869182367,0.07065153296408944,0.07511168240609192,0.10188238600695387,0.7129920540971137,0.7401839598136166,0.9305832220072296,0.09384026856891925,0.18854869494311366,0.1267981521474848,0.8344122932244116,0.7066525189145807,0.8586956488575035,0.9100238380186152,0.8115218806290732,0.9526704221276324,0.092822709132796,0.22696256168460494,0.1325049573160877,0.02142237771607486,0.02594774521880408,0.328837149405828,0.4336596000594506,0.4120491867290812,0.4686420786124539,0.08468380650058105,0.10443645213583963,0.5120562289382744,0.758562430394178,0.6978865318027059,0.8355169469406933,0.9460197031915392,0.7436036702597555,0.9902965485279602,0.4968651526800443,0.5377440017209487,0.6274526882715552,0.010387876434686139,0.026010496287266566,0.18284215692884997,0.9749133909091574,0.7899062093815554,0.9832059868046434,0.36602104562751003,0.508576554744733,0.22681206389589226,0.909242476330169,0.756374387175252,0.9377177528483535,0.9794373730899995,0.9583511239903921,0.9789061084858395,0.28267022618846094,0.42811543749295167,0.13261113168627237,0.35181222660803657,0.20684960205912636,0.4938521903757319,0.5196437627421273,0.3185056404462303,0.31581884309278174,0.8943239695347982,0.9601389354147356,0.9540216562873239,0.3380322981775543,0.16208323072921083,0.7326291993320262,0.8564901471358839,0.7620619220685736,0.8102778539146402,0.4927426763969378,0.4472004310049247,0.7378776392685511,0.4826435689860791,0.7422592233280767,0.3689553486464858,0.7097791737123971,0.749403683121014,0.7235679307676013,1
