foot_width_mean,foot_width_std,torso_angle_mean,torso_angle_std,torso_angle_min,torso_angle_max,valgus_ratio_mean,valgus_ratio_std,valgus_ratio_min,valgus_ratio_max,knee_flexion_right_mean,knee_flexion_right_std,knee_flexion_right_min,knee_flexion_right_max,squat_depth_mean,squat_depth_std,squat_depth_min,squat_depth_max,vknee_flexion_left_mean,vknee_flexion_left_std,vknee_flexion_left_min,vknee_flexion_left_max,label
0.07937684679031369,0.005735640964375034,24.285569971998065,14.323870510120358,1.2470449255240912,51.76362196179264,0.9066809863808443,0.24019391606046403,0.7173725925955218,3.352276344672382,151.03370446896585,32.0226303279824,85.71986570707774,179.76751873793228,-0.08673775696754453,0.062248341327901205,-0.2261306047439575,0.020958662033081,137.98102929804847,42.42437203225961,61.222551927203256,178.2278449237355,1
0.07989065589443325,0.0032643281873306874,28.06785446875249,17.175628936291762,2.857054259030284,57.18076212759243,0.8716947127673109,0.11487602832649509,0.7017370677525041,1.099162952325354,151.51958311396857,27.585439754432066,88.23461177196295,178.67916651855035,-0.09218761100563948,0.06217851833038394,-0.1745685935020446,0.019898772239685,138.2747575875446,38.95396285534925,61.20436435081105,179.8560840833929,1
0.08044849293572559,0.0037732768226272136,25.244442561711953,10.294322458760789,10.049061952918558,43.04905128212578,0.8244743142734773,0.18304606226065484,0.5920759478696347,1.1381054442830365,150.95977072952203,27.76999844122036,85.42265021277042,171.94419749827193,-0.09723273799532932,0.06279071268598939,-0.1634648442268371,0.0128552317619323,141.0665725827803,39.85603494156397,65.8771999999542,176.99805723895952,1
0.07846856927662561,0.003034517077207862,23.495754895289817,7.666772382511279,9.961873422531973,36.838039080450656,0.8577199405036522,0.20617455356170591,0.5888627876212513,1.1780715112654734,150.7583008721,29.791950366226413,82.35420952847375,172.5650908650204,-0.09872741082258389,0.06753211614862813,-0.1638451218605041,0.0275654792785644,138.67164213003736,44.29983642688391,51.67495845381912,177.47616838748831,1
0.07937350841326131,0.005074300569102232,23.199794264976305,9.772255578555596,9.339451541786511,37.34352437752848,0.9243615869422501,0.186189354518934,0.6699886291406314,1.2482121910877093,152.10779272124665,27.97016757997786,85.13280603896679,173.28325935993885,-0.094921754899426,0.0639083899857406,-0.1599115133285522,0.0153040885925292,136.21447688575452,41.65014420971987,59.65644516228028,175.27051192280786,1
0.07969058429201441,0.004625931376380947,25.108591223753944,10.477489211485526,10.231706137961636,44.832115430476165,0.9171914145758028,0.18819143237253874,0.6594482458349519,1.2285478856724863,152.09363185810923,26.793751070852302,96.04551788786456,172.7101344759896,-0.09405190590769048,0.06255153073386396,-0.1569865047931671,0.0160579681396484,135.74011314558152,41.295033997761706,59.82833717118283,176.31794498047216,1
0.079566880322919,0.0045671335939097505,24.356043746887554,10.612243645192125,9.345822766272777,41.51249751879641,0.8947642611536243,0.20121203039936836,0.665386462261191,1.2160347201878958,153.8521555675327,25.85893208079143,92.67411985399116,173.03754607322446,-0.10000067477179042,0.061718352918144176,-0.1630075275897979,0.0073702335357666,139.9746653898034,40.6749781205424,65.25633776898843,176.73216832799264,1
0.08111774827304635,0.004588093438585653,24.54341800426204,10.132693151966262,9.18030521861988,40.06466133865335,0.8928411989738828,0.18356046077394284,0.6483356165134196,1.1597116527030071,151.13788732502528,28.014121264237197,87.20016020218036,172.71183676190356,-0.09417032599449156,0.06390106190923672,-0.1594574451446533,0.0176963806152343,136.96742175005565,41.85460032784769,59.36352674900608,175.87848317819814,1
0.0812840779813436,0.004336764282692759,23.905370224394872,10.181303701155118,10.065707140445223,39.54273048142248,0.8804874715011051,0.1887813607283358,0.6489181035957364,1.1740789315766602,151.33160145027682,29.192728264445368,83.20560444435526,172.96955096814767,-0.0959819134038228,0.06463668745513435,-0.1595220863819122,0.0180841088294982,138.31354359194043,42.451468487671036,57.66118194818507,176.96317775919064,1
0.08057789441118846,0.00515087024394375,24.23333861163078,9.871527527270114,8.670568674991816,38.66059279931172,0.8813815877716288,0.18299488227135202,0.6560370198005505,1.1717157309724056,149.28071225421417,30.858686484416893,77.71523639431467,173.17567596015493,-0.0908242568690726,0.06591666549724082,-0.1610768735408783,0.0221689939498901,135.92843077923368,43.60751216166162,56.13653378860436,177.21692713383555,1
0.08006659330743728,0.004364632640453763,24.376963983825604,9.712645462178154,10.170854236731316,39.15655091395112,0.8778440658826498,0.19057007517044425,0.6299027608154576,1.2024443066031845,150.86900611261032,30.582637549262884,78.10737950770435,172.78793108388012,-0.09510499750724943,0.06554921964679539,-0.1625343561172485,0.0181561112403869,138.49872327319886,42.982230816454404,58.1058211457027,177.59390840110035,1
0.08074823873383655,0.003272396907227498,23.99687197365146,15.439664680544379,2.952606228849758,54.43919671700535,0.8537227655539723,0.09126745221321744,0.7184353943697651,1.025642523640497,153.7080711567363,29.936689825978704,85.03124700623233,178.86845109012103,-0.10070999104435702,0.0670779229058605,-0.1731650233268737,0.0153939723968505,142.36059901904153,40.790640270080615,65.16030539608728,179.529045639837,1
0.08016075209244007,0.005279635462941777,24.592910946798337,9.697916704570362,9.607078316734796,39.70832670455925,0.8701999045963268,0.18805926225393346,0.6295699844790169,1.1841086804692755,151.24938806561994,27.680202787388303,85.85530315135908,175.13318213479772,-0.09371955400889678,0.06491655746446356,-0.1646029353141784,0.0188156962394714,137.82886853393586,42.48459817162223,59.013712834111054,177.6479919558657,1
0.08070631399013023,0.00469448298659226,24.279661432073176,9.89530380990787,10.4155210370966,39.043638348821375,0.8429613818851674,0.18590663439205507,0.6261178793686534,1.1800652894727353,151.4606585942682,27.904265460728066,87.91856354425205,174.2612941694929,-0.09650438640377305,0.06365014911254264,-0.1576399207115173,0.0189580917358398,139.55982910520135,42.80534725569555,56.25928582439104,177.02772431361166,1
0.08093556106745538,0.002191185150619523,31.84203842484497,15.180622185471876,3.9288426826681375,52.99619820863815,0.8926900408703488,0.08124122798650561,0.7084959370401697,1.0244809471846807,145.64214736975006,30.78109213338339,85.4575969414799,179.22219046805873,-0.07766175270080564,0.05971637343418263,-0.1668658256530761,0.0109983086585998,130.8809214113322,38.94099132099775,69.84090559641626,178.09761001252582,1
0.08127870812880252,0.0019367889104117575,26.575372013622538,17.833079309354915,2.143091949292458,54.85934985661266,0.8706793282247989,0.07892648531817077,0.7467121946713926,1.01879276904159,152.47185108095383,29.554064611749332,91.66197567501912,179.31244461402463,-0.09594681305167946,0.06201378684475294,-0.1655299365520477,0.006876528263092,140.4853917715392,39.034515187348745,71.03515054398595,177.2528708200181,1
0.08243056262532866,0.0025361253588883585,26.031384310473232,16.344339319623597,2.51966502494882,49.55990687279099,0.8707944376309863,0.07682240395899531,0.7281717523480181,0.988591681015635,151.98340520126374,28.0363500866572,96.56711484313682,179.717867898898,-0.09143629887451725,0.06015453281776246,-0.1646346747875213,0.0046678185462951,138.2776513598506,37.892400016818236,73.31046082885074,179.1209835903014,1
0.08311326773661484,0.003100280082113634,25.002313421510614,17.401747818410065,2.139331654898909,54.29811064143593,0.853317038131587,0.08104660330434696,0.7243648263737655,1.0077653064493737,154.3909109686139,28.54246977970207,96.53004934142837,179.87595045847812,-0.09890569971417477,0.0631131317454421,-0.1694028377532959,0.0092134475708007,142.82704144455155,38.656200998387895,70.52556012139641,179.9977929976014,1
0.0842184069180729,0.0037489021512588016,25.83789074130715,16.020297565582236,3.486282348295181,50.0087173573376,0.864771291845663,0.10978329537064425,0.6941159355625477,1.0497186850497124,153.43770045057315,29.664560576011105,83.78926714181833,179.69022768083553,-0.09984680408179154,0.06557930878425487,-0.1718114912509918,0.0099595189094543,141.41556407322238,40.01305480621885,67.35557913412471,179.8787306692411,1
0.08310021366924043,0.0030992685468955975,27.51580468076753,17.808536625031202,0.6424592592205441,55.7437419826132,0.8445033076586267,0.10741690648655208,0.6640153256386203,1.0108972876631137,155.42646330419407,26.539936242427515,96.3378292567524,178.9895432230794,-0.10219893604516979,0.06104451141692368,-0.1713835299015045,0.007957637310028,144.3375000498042,37.1211776219742,70.51109320431478,179.96271984963232,1
0.08359002328551973,0.002988706463556618,21.826986247726225,17.43875066484918,1.0567208354875717,53.32959201968002,0.8260666834632849,0.09415172283273024,0.6912053354111807,1.0111628610186003,156.88755366493427,27.82060836082928,93.14296145755746,179.99988525714173,-0.1072442296859437,0.06389580955911635,-0.1704036593437194,0.0097948908805847,147.39341724744114,38.61669968602179,71.08911316502079,179.9819465648851,1
0.08378421918799477,0.003785016983963218,25.51919040437541,16.87434705054061,1.7533437833999843,50.83818878142704,0.8626664094666715,0.10560753421809038,0.7060849401303945,1.0327052357518909,156.7377683214608,27.20007913000735,94.3666131223878,179.7032676202522,-0.10375030587116874,0.06219749804436826,-0.1703076064586639,0.0142778754234313,144.78710230779726,38.48100123195562,64.53801021394294,179.94935090774445,1
0.07960246186307132,0.0026674233369084845,26.337328665406876,14.984727657232467,2.676321592960804,50.53327538833446,0.8772727908652342,0.08854374203519909,0.7154371595955934,1.0454569120591046,149.3088205524318,29.864336091969975,90.44692428293548,179.74313309425926,-0.08695584472189556,0.06065251809197578,-0.1716314256191253,0.0104101300239562,135.92807448755377,39.3252866541187,67.37480340117135,179.6512309618495,1
0.08328201669327752,0.003513338216863124,28.178913890867747,17.439910711208395,3.7681594897763495,51.42505786190387,0.8732230063048786,0.09715267081619552,0.704118601785096,1.0381766887112136,153.46147523619086,27.603894922114595,97.71281697693966,179.60336226291673,-0.09508261306488763,0.06163910024751318,-0.168331116437912,0.0023793578147888,140.46982712649003,38.63758386167154,73.8056996777904,179.93234599656336,1
