frame,knee_valgus_ratio,torso_angle,squat_depth
0,1.1794605678471837,175.87060819884138,-0.16807451844215393
1,1.1837689796048991,175.70857968757562,-0.1683533787727356
2,1.1907628294740693,175.52829543114035,-0.16899731755256653
3,1.1874574495278638,175.53700328195217,-0.16930362582206726
4,1.1959578721165034,175.3856577808427,-0.16957968473434448
5,1.215774092377875,175.2023419464043,-0.16992327570915222
6,1.2411983612850188,175.10290936094026,-0.16988864541053772
7,1.2651539022747522,175.03217038716667,-0.1695978045463562
8,1.268180169541563,174.85162986011605,-0.16997617483139038
9,1.2674424056111728,174.61906064826832,-0.16995662450790405
10,1.2701468780951561,174.16497964480925,-0.16963428258895874
11,1.2803338001285764,173.72348506331113,-0.1693146824836731
12,1.288790341955634,173.29522932796417,-0.16882619261741638
13,1.28978978349285,172.79732282843796,-0.16835978627204895
14,1.2782472787320698,172.21611679645932,-0.16773992776870728
15,1.2947378447982163,171.55788188056155,-0.16759678721427917
16,1.2752673453382364,170.981425061402,-0.1675037145614624
17,1.26329632535458,170.14466593810639,-0.1668618619441986
18,1.2583770404855914,169.20307681452616,-0.1661890745162964
19,1.2466913910119537,168.27024035896662,-0.1631823182106018
20,1.2135783365254376,167.7150297805245,-0.1591816544532776
21,1.2092363874362597,167.2801517250531,-0.15588873624801636
22,1.224185015001194,166.73324073143272,-0.15143460035324097
23,1.2659222687577063,165.4018846554891,-0.14666789770126343
24,1.3258591476174644,163.7645916751808,-0.1424655318260193
25,1.3323509150051442,162.65818554293864,-0.13963016867637634
26,1.3470847791629181,161.53397657946485,-0.13795652985572815
27,1.3594388359385605,160.70028179172235,-0.13692232966423035
28,1.4179204585822982,159.5761993990704,-0.13405144214630127
29,1.5043006777157266,158.0395271747288,-0.1288769543170929
30,1.559240724476776,157.39025099488396,-0.12432122230529785
31,1.5455564530347325,156.36125428952357,-0.122994065284729
32,1.617469247153185,155.33677801527656,-0.11896669864654541
33,1.6921492217288012,154.69066894360026,-0.11265113949775696
34,1.717734199374693,153.842523764416,-0.10714510083198547
35,1.7290363945480218,152.59850717435413,-0.10039997100830078
36,1.7279786842428173,151.68628377552702,-0.09732788801193237
37,1.7426723022787405,150.93772766894998,-0.09244650602340698
38,1.7475318815303134,149.8270019829143,-0.08439779281616211
39,1.8538084582501224,147.7354722365779,-0.07874393463134766
40,1.8766330201452557,146.20614989382884,-0.06941229104995728
41,1.8836193613348449,144.736897157321,-0.06929880380630493
42,1.9191086252883993,144.24057847057813,-0.06300985813140869
43,1.813392839958368,145.7038879091945,-0.052797555923461914
44,1.8340198637891196,145.99388290101763,-0.041692912578582764
45,1.8838415984655281,144.32730407379765,-0.03516620397567749
46,1.889120818553117,143.70451481426323,-0.02936232089996338
47,1.9220734791970016,142.7979486907505,-0.022320568561553955
48,1.8855508053440957,142.1780711589144,-0.0100783109664917
49,1.8350336943433048,141.96243619150002,-0.002210080623626709
50,1.7860717495676708,141.37519708693182,-0.0011131763458251953
51,1.730126889082989,139.69030591675119,0.009742438793182373
52,1.761533728597114,138.49530197403175,0.013839125633239746
