frame,knee_valgus_ratio,torso_angle,squat_depth
0,1.4795140108960865,178.45580668474744,-0.17221331596374512
1,1.4767930344252442,178.59139439600688,-0.17247971892356873
2,1.4655638178437784,178.4147680096184,-0.17344605922698975
3,1.4604467990001566,178.4178409525147,-0.1737101972103119
4,1.4565958921234212,178.4116587761691,-0.17514148354530334
5,1.4466934767832023,178.44445100473655,-0.17716151475906372
6,1.43561179916298,178.52824824496213,-0.17783036828041077
7,1.433826963454716,178.5281962719236,-0.1774466335773468
8,1.433257503485727,178.48374705244393,-0.17719030380249023
9,1.4294146542245958,178.52791507353234,-0.17602130770683289
10,1.4415998524003,178.95072471148478,-0.17435988783836365
11,1.4895761223853465,178.54434487837,-0.17320388555526733
12,1.5164625284053719,177.7676597429471,-0.1721377670764923
13,1.5116133852581841,177.141279972793,-0.17208179831504822
14,1.573076828186187,175.64672021874966,-0.16994833946228027
15,1.5950215266663503,174.4625124735225,-0.16414931416511536
16,1.6625208577961808,172.4255639764251,-0.15779441595077515
17,1.6817252602893624,170.8707804667453,-0.15268096327781677
18,1.6038324826440489,170.26758780416662,-0.1433434784412384
19,1.5186297703954341,168.2082227578702,-0.13574129343032837
20,1.4180232479303312,167.41689451359338,-0.13166940212249756
21,1.3750897834935185,166.86069216760166,-0.1288911998271942
22,1.2983443764696871,164.56916478405975,-0.11971884965896606
23,1.2667183282656806,162.42906544113868,-0.11865633726119995
24,1.2607011610371737,160.0327612108438,-0.11292555928230286
25,1.2259321741436917,157.5273904269478,-0.10212278366088867
26,1.1677631262034103,155.3699625500408,-0.10197874903678894
27,1.1715075852478105,152.68011370647926,-0.1029340922832489
28,1.1225024360161624,151.12794555539872,-0.09910830855369568
29,1.1468432192452636,148.29548261355433,-0.08957609534263611
30,1.2383475395860308,145.83286465685123,-0.07717382907867432
31,1.294022130068486,144.02418898955705,-0.07087403535842896
32,1.2952293017710181,143.31547051218575,-0.06430521607398987
33,1.3406959575108903,140.1066215083616,-0.052280306816101074
34,1.393820797471276,137.51300623695477,-0.05094486474990845
35,1.3913794366698415,137.03322278965928,-0.04768633842468262
36,1.3974054304698573,135.7894719824215,-0.05277150869369507
37,1.429542210307005,135.80978580710766,-0.056846678256988525
38,1.3875185197226338,135.3712740755928,-0.05892258882522583
39,1.3987631715814448,136.07732758387112,-0.06113561987876892
40,1.3683304687119109,136.12382487916562,-0.06736144423484802
41,1.3350429661747845,135.3630974308224,-0.07358956336975098
42,1.1954875753169927,139.30778400363786,-0.09068652987480164
43,1.1247867888214471,141.5058888838412,-0.10224640369415283
44,1.1168601424905682,142.86513023508675,-0.10578519105911255
45,1.2182503538040237,144.8106109391246,-0.11622866988182068
46,1.3268677588663782,145.92918418962464,-0.11729404330253601
47,1.3698970020021024,149.86252698885863,-0.12903901934623718
48,1.3234387694078353,152.59379832864133,-0.1317824423313141
49,1.291194201111188,154.80225601813203,-0.14063546061515808
50,1.3578541686024903,157.65195395721906,-0.14332520961761475
51,1.2902482689348458,159.07141960949204,-0.14353084564208984
52,1.2918312847654905,160.25766885667787,-0.14562171697616577
53,1.4143323023516323,161.75627262372595,-0.14153152704238892
54,1.4328828550633659,163.61851347752568,-0.14239144325256348
55,1.478507533259566,166.21045419845,-0.14131367206573486
56,1.474813310651899,167.67496873954926,-0.14063623547554016
57,1.495515934196729,168.67947294897374,-0.14142048358917236
58,1.52518468017536,170.18554493634855,-0.1439799964427948
59,1.6042663379679243,171.19998527241697,-0.14276954531669617
60,1.695799415746075,172.021371661567,-0.14316681027412415
61,1.7421529331168364,173.73238701732993,-0.14176666736602783
62,1.6907655193040962,174.7163477470369,-0.14526179432868958
63,1.6881240276272274,175.80034194087827,-0.15104761719703674
64,1.6385840018838715,176.7970700445564,-0.15910565853118896
65,1.6095529827635642,177.6038412040147,-0.1598406732082367
66,1.610643193945229,177.9552203763939,-0.16215020418167114
