valgus_left_mean,valgus_left_max,valgus_left_min,valgus_right_mean,valgus_right_max,valgus_right_min,valgus_asymmetry,torso_angle_mean,torso_angle_max,torso_angle_min,squat_depth_mean,squat_depth_max,squat_depth_min,label
0.5370554602133728,0.5560214801175274,0.534333976582009,0.7460191545706416,0.3390631028519433,0.8237381856053656,0.5182336105618514,0.7056748763311305,0.5361642403635294,0.8859806993978296,0.5341604306770182,0.41654396029620433,0.41150309243665806,0.0
0.5412046933824661,0.5813794464620177,0.5325803461468024,0.7516641384562854,0.2781605928106039,0.8259719318953165,0.4579369752935365,0.6745675416581687,0.542131321811004,0.8909717059726636,0.40510336690736704,0.21731089210276233,0.25215497758952243,0.0
0.522214444241266,0.38261362665918064,0.5453605365758523,0.7542881244123678,0.2777433148145345,0.8312827942100602,0.5206354916136047,0.6874037554878205,0.6031547795866867,0.8883712879336085,0.5109129143932972,0.28045473895781947,0.5251742707470561,0.0
0.5180277238541953,0.5110639775346062,0.5336861676376388,0.7548954444413196,0.31087856097444266,0.8287125577996182,0.4441414329972605,0.6748243432610384,0.4578998173908726,0.8761890598792872,0.6418276945531597,0.40359643214876295,0.08869338897334234,0.0
0.7541942936233328,0.21262839027024683,0.828161494018431,0.5312340119428507,0.6345819008247435,0.5279277796863737,0.5182336105618514,0.7056748763311305,0.5361642403635294,0.8859806993978296,0.5341604306770182,0.41654396029620433,0.41150309243665806,0.0
0.44609625537408926,0.5443254616823356,0.28580118398815396,0.6249216628740273,0.2855052811931529,0.44068047637333346,0.44605159213294604,0.3851391093859098,0.20028009995650464,0.6459743854340274,0.5368512135859245,0.4245944199367009,0.4126975314080906,1.0
0.45997394433350136,0.540994983089341,0.29082224246709537,0.6188475614591806,0.3094318855555027,0.4343059977393347,0.4732270166467087,0.390819058201723,0.2272453788046196,0.6364856446361031,0.43000118856862507,0.6551627596865366,0.355387189574774,1.0
0.4322967021459454,0.620694094453901,0.29308856458922355,0.6159624339749032,0.25322464577353365,0.4377700962697048,0.44493440267161427,0.4457559180814066,0.10731263520808021,0.6746361380872152,0.5129012306069909,0.49661292193724704,0.5955012112711497,1.0
0.4688389333743439,0.45868524947318257,0.28053418123178137,0.6593644991011725,0.3386605779254044,0.4396229409662081,0.39415617296934063,0.4203234551772841,0.21248016238252987,0.6587204725100606,0.4746529144971796,0.426863326301488,0.8655380235001748,1.0
0.6317697732204359,0.1503941568100995,0.44767151298188307,0.44126076543548587,0.6245164877129881,0.2777177690556411,0.44605159213294604,0.3851391093859098,0.20028009995650464,0.6459743854340274,0.5368512135859245,0.4245944199367009,0.4126975314080906,1.0
0.49561472712756904,0.7516441628586588,0.42490203900077655,0.686565949269943,0.8047158797663005,0.6922015221442808,0.4754180908538926,0.6266952841380586,0.7003775421304699,0.8250894980644237,0.5376132500103852,0.4218419512459246,0.4113011245930727,0.0
0.5168044561325096,0.6597636117466674,0.4299506008274077,0.6946536679409521,0.848934591382374,0.6916161905056324,0.514003722185625,0.6306755945522218,0.7348770167376522,0.8401409046923483,0.5430176582705503,0.5023177481463545,0.35804683988995806,0.0
0.47981445358763564,0.6975712859466938,0.4307650435223474,0.6877337512096462,0.9180438294252955,0.6834291556955072,0.5187123537743469,0.6400839618822287,0.579203020808464,0.8335061760000406,0.10183930800229213,0.32008402494173877,0.22526898915116597,0.0
0.5211529654502423,0.791674156764655,0.42789892162648996,0.6700106890386346,0.7531497406830905,0.6879714756632931,0.5174269003003374,0.634588684625645,0.6144077312453629,0.8591146187346788,0.5148465067582594,0.18456797778891276,0.1987683647596172,0.0
0.6940895792863264,0.7537173056200732,0.6975065525312651,0.49024247843106394,0.8029317650738594,0.4177573431022284,0.4754180908538926,0.6266952841380586,0.7003775421304699,0.8250894980644237,0.5376132500103852,0.4218419512459246,0.4113011245930727,0.0
0.937454931548988,0.7513542997690941,0.9057008478076631,0.7357692386249455,0.7938423615346775,0.661058689246093,0.4642875674995351,0.8991168285384283,0.6215512223676036,0.9665897059561088,0.5317686733882946,0.4109675002063156,0.41123775091205594,0.0
0.9353997058708012,0.7010787838356123,0.9005745895188173,0.7273224176465365,0.7638111176652185,0.6529810677348538,0.47389331881781954,0.9287636265055177,0.49014748332432134,0.9832468601485596,0.4492177945345526,0.5313907892785177,0.4953910982175304,0.0
0.9679321397315257,0.7835041650597976,0.9165787711216167,0.7512948598928939,0.7252455570872396,0.6667707982295357,0.5578517839670506,0.8435254499052123,0.6166115630499629,0.9928322147596249,0.5229237562319817,0.46616865688002296,0.39117128363306786,0.0
0.9541184051456475,0.742224937103817,0.9124176929182026,0.7662975748169965,0.8268904789095881,0.668955129273779,0.389464938679908,0.9224353471609152,0.5078307484942357,0.9815286955515712,0.39598093847846094,0.7348081332822938,0.6720775019481102,0.0
0.7438320555105431,0.7410822683612537,0.6665724775517738,0.9272933266603789,0.8026823133686936,0.9018008120033583,0.4642875674995351,0.8991168285384283,0.6215512223676036,0.9665897059561088,0.5317686733882946,0.4109675002063156,0.41123775091205594,0.0
0.7371303519413317,0.7407754958536152,0.5527620978167229,0.9242841284300609,0.7978855707871322,0.8605196214911537,0.4726825961349703,0.40319133069543955,0.7857757357753332,0.380844150005752,0.5343655321855086,0.4198195010646197,0.4107739058824062,0.0
0.7153235869875223,0.6801709461194836,0.5623121101323665,0.9298734764448082,0.7933566409818233,0.8657579212637614,0.4865817185813387,0.32471662373471144,0.7170454125191466,0.3834835617280654,0.45202659646900234,0.49916153903179017,0.47007209471286004,0.0
0.7304621443987225,0.5565028697931229,0.5427431262199756,0.9402118005035129,0.7330296719267793,0.875055317668175,0.41793588279343524,0.43607503203290765,0.8477467441425386,0.36607038559846616,0.5532213375738854,0.4480442400636144,0.41977979542074934,0.0
0.7518741345141557,0.6644042073275962,0.5432066404285139,0.9457114505734072,0.8636122421878998,0.8341450459268973,0.5242478731754152,0.4152196269045323,0.7766286929702702,0.3673303159753918,0.3947603730420257,0.6874445487456842,0.46014460771925736,0.0
0.9344127574710406,0.7457804808865607,0.8646963750700045,0.7291401786159297,0.7935783578450604,0.5464802626883942,0.4726825961349703,0.40319133069543955,0.7857757357753332,0.380844150005752,0.5343655321855086,0.4198195010646197,0.4107739058824062,0.0
0.6058212746674978,0.746090937499611,0.3614229570426541,0.7824208953565157,0.752733009527077,0.5007650071528473,0.44490491527982845,0.41397622545548707,0.685009120729168,0.513436189978697,0.5355064215751758,0.42403467744849743,0.41036906802374135,0.0
0.5940798179913105,0.8170000567841331,0.35834569956959933,0.7665358498234291,0.7849765007885399,0.5105111591823139,0.4802543179244539,0.4744351888418281,0.698626178845041,0.5002908683311882,0.5953538860092114,0.23553529419439867,0.5238609547086848,0.0
0.5258699969995555,0.7862825694146096,0.3618347106761191,0.7779464064155026,0.871513597451635,0.49792667729431667,0.42222971186378155,0.4002594660780723,0.667594486350378,0.5066367245642411,0.5168963359877226,0.4542854193231383,0.32912178923564406,0.0
0.5963832030515546,0.8660475632595599,0.3555251611207105,0.8024682757480628,0.7836703472618378,0.4910905333433752,0.5136952256406025,0.4383367357251453,0.6689825065371195,0.4924073209404065,0.6455873111305462,0.45082274322324817,0.15074598983005227,0.0
0.7909949374277976,0.6933131670237191,0.5073532826628036,0.5992544347916731,0.7981527449610564,0.3538498739678569,0.44490491527982845,0.41397622545548707,0.685009120729168,0.513436189978697,0.5355064215751758,0.42403467744849743,0.41036906802374135,0.0
0.4369957898283614,0.6556945587811533,0.24093116011490417,0.6561607385887109,0.37785863092164895,0.4636944408982758,0.5393765576255103,0.40007408841481595,0.2967263529325095,0.6198241799807733,0.536651121421651,0.42498147252506996,0.4129273067547594,1.0
0.48385988382154554,0.6994654371715114,0.2560118558219758,0.6405791140062598,0.29070862863341596,0.4717653951181408,0.49296601220898034,0.3844681798038767,0.3217728323862925,0.6148896276994451,0.4436720082810975,0.6762704011602918,0.7036511283041139,1.0
0.4634299275494227,0.6622502604036029,0.23334060056951228,0.6723221488754856,0.36156136420702367,0.4473345103054011,0.5690766686055814,0.46876077957537454,0.4264822219940658,0.6050884066540585,0.7231562592296338,0.5024296609989544,0.24441159504199392,1.0
0.4290117924235899,0.7015544510326599,0.2579995054277357,0.6516212813737958,0.3472799861471927,0.4719868882238312,0.5436534483563362,0.4825138110489462,0.26203139164068645,0.6094793572817563,0.4880895005279227,0.4387603878619467,0.46868561357742655,1.0
0.6633511776625798,0.2577088262611209,0.47053120935302933,0.43225894498944806,0.7203590153555659,0.23254494082176796,0.5393765576255103,0.40007408841481595,0.2967263529325095,0.6198241799807733,0.536651121421651,0.42498147252506996,0.4129273067547594,1.0
0.48264665876415913,0.7490587440373186,0.32886399074171896,0.6892482001910167,0.7855852333481597,0.5253530333665792,0.5113876422161505,0.6449380641045943,0.6577731055058393,0.6707373685363036,0.5365099733423533,0.42377771750713067,0.4115201615213279,1.0
0.49223623072763756,0.8282724335028888,0.3204692956889394,0.6922978392220238,0.8289138138647179,0.5269590647194238,0.530919968902167,0.5980856847631024,0.7770906531168738,0.7062677585503576,0.6489370597879377,0.24812432866796988,0.24754573693778079,1.0
