frame,knee_valgus_ratio,torso_angle,squat_depth
0,1.221926794685266,175.69975817365003,-0.1565191149711609
1,1.3102149336530315,177.72340056634187,-0.16049769520759583
2,1.3939046751238895,177.913902912702,-0.16168832778930664
3,1.3645554388810206,177.8149283251073,-0.16195455193519592
4,1.3095213195368711,178.56230309800344,-0.16748708486557007
5,1.3599876189763358,177.6837338885763,-0.1679651439189911
6,1.4855517778541807,177.7607306561686,-0.16720899939537048
7,1.6785130573980092,175.66358033536162,-0.16209444403648376
8,1.7840161912035402,174.3480496149399,-0.15807700157165527
9,1.6927881836709862,173.05646483151332,-0.15642708539962769
10,1.6104035655412419,171.89462063652167,-0.15494656562805176
11,1.638422575369254,170.56370623266238,-0.15184035897254944
12,1.5569328366152209,170.17393706160732,-0.14601865410804749
13,1.6092683796186813,168.79600373729465,-0.14139702916145325
14,1.4864593442429719,168.25309074610448,-0.1339435577392578
15,1.4037935169873805,166.5367225452412,-0.13205453753471375
16,1.3844524114023309,164.04977639128688,-0.11287888884544373
17,1.2903700962827336,161.9952015203534,-0.1089470386505127
18,1.3876529093719296,159.45263307163617,-0.10375666618347168
19,1.339860569092932,156.3440698666922,-0.09555336833000183
20,1.4038081859880285,154.6910633999794,-0.09312477707862854
21,1.4180339421115056,152.50055177825556,-0.08190461993217468
22,1.4656383426034885,150.78887061188595,-0.07153910398483276
23,1.5117836532594104,149.1709272243013,-0.06502652168273926
24,1.5966798308717738,148.25273603915912,-0.05812501907348633
25,1.6310967264061318,147.61986083930393,-0.054191768169403076
26,1.5936866138535755,145.77692192858981,-0.05347132682800293
27,1.5812958983582326,144.42659555596504,-0.045104026794433594
28,1.5506049157715722,144.08114124007687,-0.04449421167373657
29,1.5705525104128737,143.55874004124883,-0.03835815191268921
30,1.553106221840101,144.6279330820264,-0.02812361717224121
31,1.3977288425938716,149.9653566915823,-0.015453815460205078
32,1.4764736807726284,147.5439558717495,-0.007422268390655518
33,1.5785454862689459,145.4096246201939,-0.0022547245025634766
34,1.6404915150347394,144.1039105446843,0.0010367035865783691
35,1.7237760583552324,137.6297862232255,0.006408333778381348
36,1.7292808508283688,137.7759143517037,0.00793999433517456
37,1.6772496308187093,136.25956655112537,0.004103541374206543
38,1.6473022179213823,134.4558556986575,0.002376079559326172
39,1.661289322003279,134.96742298000677,0.00048023462295532227
40,1.6424124537221447,134.82666133597067,-0.0029372572898864746
41,1.6178964308017485,133.516852038717,-0.0055394768714904785
42,1.6218720614528839,132.44473018484933,-0.00567936897277832
43,1.6264847801966231,131.59446521340323,-0.004811882972717285
44,1.652861149281197,130.4181797641425,0.00023996829986572266
45,1.662149853204692,130.07927659029036,-0.0029349923133850098
46,1.6637429505414134,132.5953609276218,-0.003671705722808838
47,1.6734360633629264,133.9346644005392,-0.008466720581054688
48,1.7625780885814684,136.5671768789695,-0.011222481727600098
49,1.8003470797314753,138.05903371439686,-0.014190137386322021
50,1.7734818572846587,139.10759660018192,-0.022446751594543457
51,1.7350922002144025,141.53621348555566,-0.03275465965270996
52,1.7146786950586677,141.96962428873923,-0.04167550802230835
53,1.7620903843621412,141.83240725973977,-0.043593406677246094
54,1.7058519719589524,142.96079097711615,-0.04652446508407593
55,1.7028775820415691,143.47708907902177,-0.048852622509002686
56,1.7281163049731691,144.5036834271554,-0.058243751525878906
57,1.699050673536573,144.6866049558931,-0.07147216796875
58,1.6683023392982321,145.64939735978584,-0.07748350501060486
59,1.6386347880854548,147.12852238375936,-0.07846832275390625
60,1.679764480209198,150.45068778540949,-0.084490567445755
61,1.6878772497606715,151.35111365334618,-0.09224748611450195
62,1.6729301787027149,152.6866873683486,-0.09972682595252991
63,1.6031698753339334,155.08901128416898,-0.10600867867469788
64,1.6317982905535717,156.4848937840458,-0.10921430587768555
65,1.6599625369576694,158.59088584411424,-0.11306208372116089
66,1.5812970656280096,160.69027713544176,-0.1220177412033081
67,1.5203047867070831,162.38924768583658,-0.1293385624885559
68,1.4711162723793016,164.214295649593,-0.13222727179527283
69,1.5001044409131772,165.42232273450983,-0.13116493821144104
70,1.5239599150169407,167.13820231235468,-0.13489481806755066
71,1.6163729863164462,168.3132248436164,-0.13608384132385254
72,1.77357458747444,170.43365231528134,-0.13658958673477173
73,1.7613508856124482,171.46572923236562,-0.1324983835220337
74,1.7960650432460672,172.34441725874476,-0.13396146893501282
75,1.6653116219570048,170.9630459464051,-0.14057853817939758
76,1.6621295459722603,171.25061920442715,-0.1465049386024475
77,1.576638602154423,172.0734212606219,-0.14911264181137085
78,1.4955714695279285,173.14092958034487,-0.15445217490196228
79,1.4935679284865615,173.53669324144826,-0.15579429268836975
80,1.4950935460644366,174.062277862676,-0.1572875678539276
81,1.4642907664802587,175.6918669925576,-0.1616373360157013
82,1.441469575540606,175.95886340047963,-0.16681548953056335
83,1.471894659574163,176.06095677125015,-0.16717642545700073
84,1.5104796443684971,176.4540327843195,-0.16672053933143616
85,1.5101674784792827,176.65964468749357,-0.16815543174743652
86,1.492671666565625,176.76085911982406,-0.16908538341522217
87,1.4702014913870538,176.8949109436498,-0.16985145211219788
88,1.4474517357088041,176.98412310804954,-0.17025277018547058
89,1.4245764666415062,176.83277644613798,-0.17070922255516052
90,1.3958683596910164,176.85840790953264,-0.17064830660820007
91,1.3697740687218418,176.7784428512651,-0.17081603407859802
92,1.3581158580567347,176.64873159554372,-0.17095521092414856
93,1.3530301227480366,176.4989550363167,-0.1711435616016388
94,1.3479000720101921,176.3473892866295,-0.1710851788520813
95,1.3465615210494462,176.2565664579987,-0.17037644982337952
96,1.3441632605990983,176.19723253401287,-0.16976797580718994
97,1.3417127823507315,176.19147960932295,-0.16921856999397278
98,1.3366082336688843,176.22381341804171,-0.1688288450241089
99,1.3314685035351137,176.4826839647595,-0.16858205199241638
100,1.3328537988700397,176.65343504516733,-0.16829559206962585
101,1.3461244459175188,176.49469067785483,-0.16810619831085205
102,1.358070481378649,176.2502809237151,-0.1673075556755066
103,1.3741533290518886,175.95814761710034,-0.16687548160552979
104,1.3893667995077292,176.1678745536706,-0.16661062836647034
105,1.4036270322913167,176.11270551591838,-0.16632893681526184
106,1.4129399491129992,176.11672435825187,-0.1658496856689453
107,1.4247692149582127,176.20871727956978,-0.16537931561470032
108,1.4397454642643777,176.40234787519188,-0.1653546690940857
109,1.4495217526671107,176.43933109499946,-0.1658816933631897
110,1.461917163169013,176.61679816711452,-0.1665419340133667
