frame,knee_valgus_ratio,torso_angle,squat_depth
0,1.0775314448568982,168.2691416485926,-0.1510246992111206
1,1.0670127110109142,168.72833183239,-0.15214961767196655
2,1.0734676354885273,168.62138100039894,-0.1527821123600006
3,1.075893750124063,168.34212131992697,-0.15391889214515686
4,1.0779217608389133,168.22810290050862,-0.15422993898391724
5,1.078795213636603,168.0794949693968,-0.15357136726379395
6,1.0863629563712691,167.80094255981305,-0.15448245406150818
7,1.092776391622563,167.3326572031052,-0.15523013472557068
8,1.1015886493164133,166.9234294843808,-0.1553339958190918
9,1.1093343738894292,166.27142892523307,-0.1554935872554779
10,1.1055566486425834,165.48056741585128,-0.15552061796188354
11,1.1030892739308558,164.97929083502677,-0.15647873282432556
12,1.137417185265355,164.58351209267744,-0.15721169114112854
13,1.155074243608351,164.1204182826717,-0.15619710087776184
14,1.173700874601372,164.12087100421658,-0.15560784935951233
15,1.1864919591746073,164.1074845330536,-0.15617918968200684
16,1.166849638729617,163.63854268806105,-0.15619733929634094
17,1.1578601641905721,163.17221086594284,-0.1557723879814148
18,1.186227111973815,162.66359596124403,-0.1523323953151703
19,1.1981773547309116,162.0789208214946,-0.1490243673324585
20,1.221683023308495,160.78999778098722,-0.1460627317428589
21,1.2601805731576723,159.49616521101046,-0.14220532774925232
22,1.272208397722532,157.66609362614756,-0.13586339354515076
23,1.2882236312568276,156.45354240821283,-0.13100293278694153
24,1.3668766106759402,154.7053712697493,-0.12371566891670227
25,1.4490635292088017,153.86470769503143,-0.1191490888595581
26,1.534912500341855,152.05496530762957,-0.11387044191360474
27,1.679470624940493,150.18946222095818,-0.10564899444580078
28,1.7944530503540943,148.6410957896936,-0.10071700811386108
29,1.8467204153165417,147.86067292421808,-0.09546813368797302
30,1.8738707160528678,146.77017345656662,-0.08856058120727539
31,1.9056713720456018,145.17904456981276,-0.08049243688583374
32,1.987750672966125,142.3887916115424,-0.0712171196937561
33,2.046667011044854,140.80725125904584,-0.05946683883666992
34,2.0548831549472695,139.5101563123728,-0.04979395866394043
35,2.0730091499886836,138.31267682512822,-0.033179402351379395
36,2.0804823988323253,136.95056838479104,-0.02355790138244629
37,2.0565195106014187,136.42837628324935,-0.024835169315338135
38,1.9616366957990328,136.1779002448057,-0.015907764434814453
39,1.8255374203821657,137.1038429460967,-0.014455735683441162
40,1.8872013484729537,133.6645542686224,-0.004451930522918701
41,1.832336013139391,132.08553083753299,0.007603883743286133
42,1.8102426906172369,132.12252361760437,0.0075781941413879395
43,1.7783472607301354,129.4581650953924,0.009746253490447998
44,1.716868538662619,128.32593061324138,0.009190082550048828
45,1.7130008165651436,128.21982042298825,0.011594891548156738
46,1.7264024565831926,128.18130996096514,0.008007347583770752
47,1.7002276569005739,129.09810367389753,0.005064427852630615
48,1.7009392388399278,130.14133997108516,0.0037227869033813477
49,1.6996592911478967,130.58281308195726,0.003504037857055664
50,1.7133928759806467,130.34810406660856,0.002527952194213867
51,1.7869611413612416,130.34728424905512,0.0022090673446655273
52,1.8277541323203528,130.414827126303,0.0029494762420654297
53,1.8374681033078648,131.5515975662426,-0.004617452621459961
54,1.8234228036308375,131.87042241136194,-0.012395024299621582
55,1.81259430849836,132.22535001658235,-0.024863719940185547
56,1.7817437818916853,132.8182210777844,-0.02699446678161621
57,1.8037172065824174,134.7286069635318,-0.03218716382980347
58,1.8722075625385204,135.09080673236608,-0.04125320911407471
59,1.8954687067617273,135.76480432548001,-0.05180472135543823
60,1.8581852313253049,136.76955933259586,-0.057454705238342285
61,1.77780885541827,137.58443970936221,-0.06129956245422363
62,1.8199815984749912,138.05959699438856,-0.06969189643859863
63,1.9107849198229594,138.19981851570182,-0.0807608962059021
64,1.8899463036502453,139.71180151903525,-0.08576595783233643
65,1.8231622921668478,140.7753890075181,-0.0926436185836792
66,1.7396612507548594,142.96570835121958,-0.09928104281425476
67,1.6799944203881392,145.26144320686788,-0.10613757371902466
68,1.6546544913627497,146.93819456650454,-0.11234962940216064
69,1.6508990067811407,148.36266424202987,-0.11782100796699524
70,1.6422172526395402,150.74913086319086,-0.12420594692230225
71,1.5373825258194136,153.66874373659348,-0.12999936938285828
72,1.4740867771690473,155.61549895278787,-0.1356750726699829
73,1.4162566581302731,157.2427880202298,-0.13856181502342224
74,1.4012596076495403,159.3538282076161,-0.14171651005744934
75,1.4287047268262738,160.90573570076452,-0.14577925205230713
76,1.423422335015885,162.72407154735,-0.14758124947547913
77,1.3212227845563143,163.91575707656045,-0.14958471059799194
78,1.2179851861027182,165.36913738165998,-0.149998277425766
79,1.1355866921222941,166.8419855323465,-0.14901182055473328
80,1.1005712923795334,167.8935980891633,-0.15158399939537048
81,1.122244275943015,168.6301980881478,-0.15288057923316956
82,1.1067391643854587,169.05259149026747,-0.14993268251419067
83,1.0806710577883412,169.72005157908933,-0.14932626485824585
84,1.1102066374452098,169.65124854371024,-0.15023857355117798
85,1.1370312614999631,169.61162135675465,-0.150145024061203
86,1.153313887701866,169.6534732968977,-0.15116730332374573
87,1.1615985112179912,169.90177024329773,-0.15207695960998535
88,1.1686634171270007,169.82983421321188,-0.15298676490783691
